portfolio_scope,fit_provenance,fit_end,as_of_month,published_quarter,unemployment_rate,house_price_index,hpi_change_yoy,within_published_window,unemployment_change_3m,unemployment_rate_lag_1,unemployment_change_3m_lag_1,hpi_change_yoy_lag_1,unemployment_rate_lag_3,unemployment_change_3m_lag_3,hpi_change_yoy_lag_3,unemployment_rate_lag_6,unemployment_change_3m_lag_6,hpi_change_yoy_lag_6,scenario
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-02-01,2021Q1,3.9,217.0,0.02358490566037741,True,0.10000000000000009,3.9,0.10000000000000009,0.02358490566037741,3.8,0.09999999999999964,0.02857142857142847,3.7,0.10000000000000009,0.02392344497607657,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-03-01,2021Q1,3.9,217.0,0.02358490566037741,True,0.10000000000000009,3.9,0.10000000000000009,0.02358490566037741,3.8,0.09999999999999964,0.02857142857142847,3.7,0.10000000000000009,0.02392344497607657,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-04-01,2021Q2,4.0,219.0,0.028169014084507005,True,0.10000000000000009,3.9,0.10000000000000009,0.02358490566037741,3.9,0.10000000000000009,0.02358490566037741,3.8,0.09999999999999964,0.02857142857142847,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-05-01,2021Q2,4.0,219.0,0.028169014084507005,True,0.10000000000000009,4.0,0.10000000000000009,0.028169014084507005,3.9,0.10000000000000009,0.02358490566037741,3.8,0.09999999999999964,0.02857142857142847,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-06-01,2021Q2,4.0,219.0,0.028169014084507005,True,0.10000000000000009,4.0,0.10000000000000009,0.028169014084507005,3.9,0.10000000000000009,0.02358490566037741,3.8,0.09999999999999964,0.02857142857142847,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-07-01,2021Q3,4.0,221.0,0.032710280373831724,True,0.0,4.0,0.10000000000000009,0.028169014084507005,4.0,0.10000000000000009,0.028169014084507005,3.9,0.10000000000000009,0.02358490566037741,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-08-01,2021Q3,4.0,221.0,0.032710280373831724,True,0.0,4.0,0.0,0.032710280373831724,4.0,0.10000000000000009,0.028169014084507005,3.9,0.10000000000000009,0.02358490566037741,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-09-01,2021Q3,4.0,221.0,0.032710280373831724,True,0.0,4.0,0.0,0.032710280373831724,4.0,0.10000000000000009,0.028169014084507005,3.9,0.10000000000000009,0.02358490566037741,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-10-01,2021Q4,4.0,222.0,0.02777777777777768,True,0.0,4.0,0.0,0.032710280373831724,4.0,0.0,0.032710280373831724,4.0,0.10000000000000009,0.028169014084507005,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-11-01,2021Q4,4.0,222.0,0.02777777777777768,True,0.0,4.0,0.0,0.02777777777777768,4.0,0.0,0.032710280373831724,4.0,0.10000000000000009,0.028169014084507005,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-12-01,2021Q4,4.0,222.0,0.02777777777777768,True,0.0,4.0,0.0,0.02777777777777768,4.0,0.0,0.032710280373831724,4.0,0.10000000000000009,0.028169014084507005,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-01-01,2022Q1,4.1,224.0,0.032258064516129004,True,0.09999999999999964,4.0,0.0,0.02777777777777768,4.0,0.0,0.02777777777777768,4.0,0.0,0.032710280373831724,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-02-01,2022Q1,4.1,224.0,0.032258064516129004,True,0.09999999999999964,4.1,0.09999999999999964,0.032258064516129004,4.0,0.0,0.02777777777777768,4.0,0.0,0.032710280373831724,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-03-01,2022Q1,4.1,224.0,0.032258064516129004,True,0.09999999999999964,4.1,0.09999999999999964,0.032258064516129004,4.0,0.0,0.02777777777777768,4.0,0.0,0.032710280373831724,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-04-01,,4.119927641192476,,0.03219378180260489,False,0.01992764119247603,4.1,0.09999999999999964,0.032258064516129004,4.1,0.09999999999999964,0.032258064516129004,4.0,0.0,0.02777777777777768,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-05-01,,4.1392879811228145,,0.03213132909315218,False,0.03928798112281484,4.119927641192476,0.01992764119247603,0.03219378180260489,4.1,0.09999999999999964,0.032258064516129004,4.0,0.0,0.02777777777777768,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-06-01,,4.15809716975673,,0.032070654291107295,False,0.058097169756730516,4.1392879811228145,0.03928798112281484,0.03213132909315218,4.1,0.09999999999999964,0.032258064516129004,4.0,0.0,0.02777777777777768,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-07-01,,4.176370897301762,,0.03201170678289751,False,0.056443256109286466,4.15809716975673,0.058097169756730516,0.032070654291107295,4.119927641192476,0.01992764119247603,0.03219378180260489,4.1,0.09999999999999964,0.032258064516129004,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-08-01,,4.1941244072957,,0.031954437395820295,False,0.05483642617288531,4.176370897301762,0.056443256109286466,0.03201170678289751,4.1392879811228145,0.03928798112281484,0.03213132909315218,4.1,0.09999999999999964,0.032258064516129004,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-09-01,,4.211372509322399,,0.03189879835702449,False,0.0532753395656691,4.1941244072957,0.05483642617288531,0.031954437395820295,4.15809716975673,0.058097169756730516,0.032070654291107295,4.1,0.09999999999999964,0.032258064516129004,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-10-01,,4.228129591365615,,0.03184474325365928,False,0.05175869406385303,4.211372509322399,0.0532753395656691,0.03189879835702449,4.176370897301762,0.056443256109286466,0.03201170678289751,4.119927641192476,0.01992764119247603,0.03219378180260489,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-11-01,,4.24440963181113,,0.031792226994157624,False,0.05028522451542994,4.228129591365615,0.05175869406385303,0.03184474325365928,4.1941244072957,0.05483642617288531,0.031954437395820295,4.1392879811228145,0.03928798112281484,0.03213132909315218,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-12-01,,4.26022621110722,,0.031741205770621846,False,0.048853701784820736,4.24440963181113,0.05028522451542994,0.031792226994157624,4.211372509322399,0.0532753395656691,0.03189879835702449,4.15809716975673,0.058097169756730516,0.032070654291107295,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-01-01,,4.275592523093161,,0.0316916370222801,False,0.04746293172754612,4.26022621110722,0.048853701784820736,0.031741205770621846,4.228129591365615,0.05175869406385303,0.03184474325365928,4.176370897301762,0.056443256109286466,0.03201170678289751,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-02-01,,4.290521386005234,,0.03164347939998309,False,0.04611175419410429,4.275592523093161,0.04746293172754612,0.0316916370222801,4.24440963181113,0.05028522451542994,0.031792226994157624,4.1941244072957,0.05483642617288531,0.031954437395820295,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-03-01,,4.305025253169417,,0.03159669273171154,False,0.04479904206219665,4.290521386005234,0.04611175419410429,0.03164347939998309,4.26022621110722,0.048853701784820736,0.031741205770621846,4.211372509322399,0.0532753395656691,0.03189879835702449,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-04-01,,4.319116223389669,,0.03155123798906556,False,0.04352370029650743,4.305025253169417,0.04479904206219665,0.03159669273171154,4.275592523093161,0.04746293172754612,0.0316916370222801,4.228129591365615,0.05175869406385303,0.03184474325365928,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-05-01,,4.332806051040488,,0.03150707725470808,False,0.042284665035253965,4.319116223389669,0.04352370029650743,0.03155123798906556,4.290521386005234,0.04611175419410429,0.03164347939998309,4.24440963181113,0.05028522451542994,0.031792226994157624,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-06-01,,4.346106155872146,,0.031464173690734995,False,0.04108090270272946,4.332806051040488,0.042284665035253965,0.03150707725470808,4.305025253169417,0.04479904206219665,0.03159669273171154,4.26022621110722,0.048853701784820736,0.031741205770621846,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-07-01,,4.359027632536794,,0.03142249150794581,False,0.0399114091471251,4.346106155872146,0.04108090270272946,0.031464173690734995,4.319116223389669,0.04352370029650743,0.03155123798906556,4.275592523093161,0.04746293172754612,0.0316916370222801,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-08-01,,4.371581259843371,,0.03138199593598911,False,0.038775208802882766,4.359027632536794,0.0399114091471251,0.03142249150794581,4.332806051040488,0.042284665035253965,0.03150707725470808,4.290521386005234,0.04611175419410429,0.03164347939998309,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-09-01,,4.383777509749048,,0.031342653194357896,False,0.03767135387690157,4.371581259843371,0.038775208802882766,0.03138199593598911,4.346106155872146,0.04108090270272946,0.031464173690734995,4.305025253169417,0.04479904206219665,0.03159669273171154,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-10-01,,4.3956265560947045,,0.031304430464210616,False,0.03659892355791072,4.383777509749048,0.03767135387690157,0.031342653194357896,4.359027632536794,0.0399114091471251,0.03142249150794581,4.319116223389669,0.04352370029650743,0.03155123798906556,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-11-01,,4.407138283091719,,0.031267295860994436,False,0.035557023248347974,4.3956265560947045,0.03659892355791072,0.031304430464210616,4.371581259843371,0.038775208802882766,0.03138199593598911,4.332806051040488,0.042284665035253965,0.03150707725470808,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-12-01,,4.41832229356716,,0.031231218407847854,False,0.0345447838181121,4.407138283091719,0.035557023248347974,0.031267295860994436,4.383777509749048,0.03767135387690157,0.031342653194357896,4.346106155872146,0.04108090270272946,0.031464173690734995,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2024-01-01,,4.4291879169742465,,0.03119616800976048,False,0.03356136087954198,4.41832229356716,0.0345447838181121,0.031231218407847854,4.3956265560947045,0.03659892355791072,0.031304430464210616,4.359027632536794,0.0399114091471251,0.03142249150794581,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2024-02-01,,4.439744217174778,,0.031162115428468442,False,0.03260593408305912,4.4291879169742465,0.03356136087954198,0.03119616800976048,4.407138283091719,0.035557023248347974,0.031267295860994436,4.371581259843371,0.038775208802882766,0.03138199593598911,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2024-03-01,,4.449999999999999,,0.0311290322580645,False,0.031677706432839514,4.439744217174778,0.03260593408305912,0.031162115428468442,4.41832229356716,0.0345447838181121,0.031231218407847854,4.383777509749048,0.03767135387690157,0.031342653194357896,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2024-04-01,,4.459963820596237,,0.031096890901302444,False,0.030775903621990786,4.449999999999999,0.031677706432839514,0.0311290322580645,4.4291879169742465,0.03356136087954198,0.03119616800976048,4.3956265560947045,0.03659892355791072,0.031304430464210616,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2024-05-01,,4.469643990561407,,0.03106566454657609,False,0.02989977338662886,4.459963820596237,0.030775903621990786,0.031096890901302444,4.439744217174778,0.03260593408305912,0.031162115428468442,4.407138283091719,0.035557023248347974,0.031267295860994436,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2024-06-01,,4.479048584878365,,0.031035327145553647,False,0.029048584878365702,4.469643990561407,0.02989977338662886,0.03106566454657609,4.449999999999999,0.031677706432839514,0.0311290322580645,4.41832229356716,0.0345447838181121,0.031231218407847854,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2024-07-01,,4.488185448650881,,0.031005853391448755,False,0.02822162805464412,4.479048584878365,0.029048584878365702,0.031035327145553647,4.459963820596237,0.030775903621990786,0.031096890901302444,4.4291879169742465,0.03356136087954198,0.03119616800976048,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2024-08-01,,4.497062203647849,,0.030977218697910147,False,0.027418213086442655,4.488185448650881,0.02822162805464412,0.031005853391448755,4.469643990561407,0.02989977338662886,0.03106566454657609,4.439744217174778,0.03260593408305912,0.031162115428468442,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2024-09-01,,4.5056862546611995,,0.030949399178512246,False,0.02663766978283455,4.497062203647849,0.027418213086442655,0.030977218697910147,4.479048584878365,0.029048584878365702,0.031035327145553647,4.449999999999999,0.031677706432839514,0.0311290322580645,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2024-10-01,,4.514064795682807,,0.03092237162682964,False,0.025879347031925626,4.5056862546611995,0.02663766978283455,0.030949399178512246,4.488185448650881,0.02822162805464412,0.031005853391448755,4.459963820596237,0.030775903621990786,0.031096890901302444,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2024-11-01,,4.522204815905565,,0.03089611349707881,False,0.025142612257715413,4.514064795682807,0.025879347031925626,0.03092237162682964,4.497062203647849,0.027418213086442655,0.030977218697910147,4.469643990561407,0.02989977338662886,0.03106566454657609,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2024-12-01,,4.53011310555361,,0.030870602885310922,False,0.024426850892410812,4.522204815905565,0.025142612257715413,0.03089611349707881,4.5056862546611995,0.02663766978283455,0.030949399178512246,4.479048584878365,0.029048584878365702,0.031035327145553647,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2025-01-01,,4.53779626154658,,0.03084581851114005,False,0.02373146586377306,4.53011310555361,0.024426850892410812,0.030870602885310922,4.514064795682807,0.025879347031925626,0.03092237162682964,4.488185448650881,0.02822162805464412,0.031005853391448755,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2025-02-01,,4.545260693002617,,0.030821739699991545,False,0.023055877097052146,4.53779626154658,0.02373146586377306,0.03084581851114005,4.522204815905565,0.025142612257715413,0.03089611349707881,4.497062203647849,0.027418213086442655,0.030977218697910147,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2025-03-01,,4.552512626584708,,0.03079834636585577,False,0.022399521031097436,4.545260693002617,0.023055877097052146,0.030821739699991545,4.53011310555361,0.024426850892410812,0.030870602885310922,4.5056862546611995,0.02663766978283455,0.030949399178512246,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2025-04-01,,4.559558111694834,,0.03077561899453278,False,0.021761850148253714,4.552512626584708,0.022399521031097436,0.03079834636585577,4.53779626154658,0.02373146586377306,0.03084581851114005,4.514064795682807,0.025879347031925626,0.03092237162682964,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2025-05-01,,4.566403025520244,,0.03075353862735404,False,0.021142332517626983,4.559558111694834,0.021761850148253714,0.03077561899453278,4.545260693002617,0.023055877097052146,0.030821739699991545,4.522204815905565,0.025142612257715413,0.03089611349707881,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2025-06-01,,4.573053077936073,,0.030732086845367497,False,0.02054045135136562,4.566403025520244,0.021142332517626983,0.03075353862735404,4.552512626584708,0.022399521031097436,0.03079834636585577,4.53011310555361,0.024426850892410812,0.030870602885310922,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2025-07-01,,4.579513816268397,,0.030711245753972903,False,0.019955704573563438,4.573053077936073,0.02054045135136562,0.030732086845367497,4.559558111694834,0.021761850148253714,0.03077561899453278,4.53779626154658,0.02373146586377306,0.03084581851114005,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2025-08-01,,4.585790629921685,,0.030690997967994554,False,0.01938760440144094,4.579513816268397,0.019955704573563438,0.030711245753972903,4.566403025520244,0.021142332517626983,0.03075353862735404,4.545260693002617,0.023055877097052146,0.030821739699991545,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2025-09-01,,4.591888754874524,,0.030671326597178947,False,0.01883567693845034,4.585790629921685,0.01938760440144094,0.030690997967994554,4.573053077936073,0.02054045135136562,0.030732086845367497,4.552512626584708,0.022399521031097436,0.03079834636585577,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2025-10-01,,4.597813278047352,,0.030652215232105307,False,0.018299461778954473,4.591888754874524,0.01883567693845034,0.030671326597178947,4.579513816268397,0.019955704573563438,0.030711245753972903,4.559558111694834,0.021761850148253714,0.03077561899453278,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2025-11-01,,4.60356914154586,,0.030633647930497217,False,0.017778511624174875,4.597813278047352,0.018299461778954473,0.030652215232105307,4.585790629921685,0.01938760440144094,0.030690997967994554,4.566403025520244,0.021142332517626983,0.03075353862735404,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2025-12-01,,4.609161146783579,,0.03061560920392393,False,0.017272391909055607,4.60356914154586,0.017778511624174875,0.030633647930497217,4.591888754874524,0.01883567693845034,0.030671326597178947,4.573053077936073,0.02054045135136562,0.030732086845367497,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2026-01-01,,4.614593958487123,,0.03059808400488024,False,0.01678068043977099,4.609161146783579,0.017272391909055607,0.03061560920392393,4.597813278047352,0.018299461778954473,0.030652215232105307,4.579513816268397,0.019955704573563438,0.030711245753972903,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2026-02-01,,4.619872108587389,,0.030581057714234222,False,0.016302967041529115,4.614593958487123,0.01678068043977099,0.03059808400488024,4.60356914154586,0.017778511624174875,0.030633647930497217,4.585790629921685,0.01938760440144094,0.030690997967994554,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2026-03-01,,4.625,,0.03056451612903225,False,0.015838853216420645,4.619872108587389,0.016302967041529115,0.030581057714234222,4.609161146783579,0.017272391909055607,0.03061560920392393,4.591888754874524,0.01883567693845034,0.030671326597178947,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2026-04-01,,4.629981910298119,,0.03054844545065122,False,0.015387951810995837,4.625,0.015838853216420645,0.03056451612903225,4.614593958487123,0.01678068043977099,0.03059808400488024,4.597813278047352,0.018299461778954473,0.030652215232105307,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2026-05-01,,4.634821995280704,,0.030532832273288044,False,0.014949886693314873,4.629981910298119,0.015387951810995837,0.03054844545065122,4.619872108587389,0.016302967041529115,0.030581057714234222,4.60356914154586,0.017778511624174875,0.030633647930497217,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2026-06-01,,4.639524292439182,,0.030517663572776823,False,0.014524292439181963,4.634821995280704,0.014949886693314873,0.030532832273288044,4.625,0.015838853216420645,0.03056451612903225,4.609161146783579,0.017272391909055607,0.03061560920392393,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2026-07-01,,4.64409272432544,,0.030502926695724377,False,0.014110814027321616,4.639524292439182,0.014524292439181963,0.030517663572776823,4.629981910298119,0.015387951810995837,0.03054844545065122,4.614593958487123,0.01678068043977099,0.03059808400488024,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2026-08-01,,4.648531101823925,,0.030488609348955073,False,0.013709106543220884,4.64409272432544,0.014110814027321616,0.030502926695724377,4.634821995280704,0.014949886693314873,0.030532832273288044,4.619872108587389,0.016302967041529115,0.030581057714234222,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2026-09-01,,4.6528431273306,,0.030474699589256124,False,0.013318834891418163,4.648531101823925,0.013709106543220884,0.030488609348955073,4.639524292439182,0.014524292439181963,0.030517663572776823,4.625,0.015838853216420645,0.03056451612903225,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2026-10-01,,4.657032397841403,,0.03046118581341482,False,0.012939673515963257,4.6528431273306,0.013318834891418163,0.030474699589256124,4.64409272432544,0.014110814027321616,0.030502926695724377,4.629981910298119,0.015387951810995837,0.03054844545065122,baseline
